Name,Ticker,Cur Debt & Cap Lease Oblig (mil) FY 1 Inc Statement Currency,Cur Debt & Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,Currency Adjustment (mil) FY (3 Mo) Inc Statement Currency,Currency Adjustment (mil) FY 1 Inc Statement Currency,Currency Adjustment (mil) FY Cum (6 Mo) Inc Statement Currency,Currency Adjustment (mil) FY Cum (9 Mo) Inc Statement Currency,Currency Adjustment (mil) Last FY Qtr Inc Statement Currency,Current Assets (mil) (FY Qtr End) Inc Statement Currency,Current Assets (mil) FY 1 Inc Statement Currency,Current Assets (mil) FY 1 Inc Statement Currency,Current Assets (mil) Last FY Qtr Inc Statement Currency,Current Cap Lease Oblig (mil) FY 1 Inc Statement Currency,Current Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,Current Debt (mil) FY 1 Inc Statement Currency,Current Debt (mil) Last FY Qtr Inc Statement Currency,Current Def Tax Assets (mil) FY 1 Inc Statement Currency,Current Def Tax Assets (mil) Last FY Qtr Inc Statement Currency,Current Def Tax Liabilities (mil) FY 1 Inc Statement Currency,Current Def Tax Liabilities (mil) Last FY Qtr Inc Statement Currency,Current Liabilities (mil) (FY Qtr End) Inc Statement Currency,Current Liabilities (mil) FY 1 Inc Statement Currency,Current Liabilities (mil) Last FY Qtr Inc Statement Currency,Current Liabilities Yr 1 in Mil Inc Statement Currency,Current Ratio (FY Qtr End),Current Ratio FY 1,Current Return %,Debt to Equity (FY Qtr End),Debt to Equity FY 1,Debt to Equity FY 2,Debt to Total Cap FY 1,Debt to Total Cap FY 2,Debt to Total Capital (FY Qtr End),Deferred Liabilities (mil) FY 1 Inc Statement Currency,Deferred Liabilities (mil) Last FY Qtr Inc Statement Currency,Deferred Revenues (mil) FY 1 Inc Statement Currency,Deferred Revenues (mil) Last FY Qtr Inc Statement Currency,Deferred Tax (mil) FY (3 Mo) Inc Statement Currency,Deferred Tax (mil) FY 1 Inc Statement Currency,Deferred Tax (mil) FY Cum (6 Mo) Inc Statement Currency,Deferred Tax (mil) FY Cum (9 Mo) Inc Statement Currency,Deferred Tax (mil) Last FY Qtr Inc Statement Currency,Deferred Taxes (mil) FY 1 Inc Statement Currency,Dep & Amort Depletion (mil) FY (3 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) FY 1 Inc Statement Currency,Dep & Amort Depletion (mil) FY Cum (6 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) FY Cum (9 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) Last FY Qtr Inc Statement Currency,Deprec & Amort Yr 1 in Mil Inc Statement Currency,Financial Leverage (FY Qtr End),Financial Leverage 1 Yr - FY1,Financial Leverage 1 Yr - FY10,Financial Leverage 1 Yr - FY2,Financial Leverage 1 Yr - FY3,Financial Leverage 1 Yr - FY4,Financial Leverage 1 Yr - FY5,Financial Leverage 1 Yr - FY6,Financial Leverage 1 Yr - FY7,Financial Leverage 1 Yr - FY8,Financial Leverage 1 Yr - FY9,Financial Leverage FY 1,Financial Leverage FY 2,Fixed Assets Turnover FY 1,Gain on Sale of Business (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of Business (mil) FY 1 Inc Statement Currency,Gain on Sale of Business (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of Business (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of Business (mil) Last FY Qtr Inc Statement Currency,Gain on Sale of PPE (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) FY 1 Inc Statement Currency,Gain on Sale of PPE (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) Last FY Qtr Inc Statement Currency,Gain on Sale of Security (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of Security (mil) FY 1 Inc Statement Currency,Gain on Sale of Security (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of Security (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of Security (mil) Last FY Qtr Inc Statement Currency,Goodwill (mil) FY 1 Inc Statement Currency,Goodwill (mil) Last FY Qtr Inc Statement Currency,Intangible Assets (mil) FY 1 Inc Statement Currency,Intangible Assets (mil) Last FY Qtr Inc Statement Currency,Intangibles (mil) FY 1 Inc Statement Currency,Inventory (mil) (FY Qtr End) Inc Statement Currency,Inventory (mil) FY 1 Inc Statement Currency,Inventory (mil) FY 1 Inc Statement Currency,Inventory (mil) Last FY Qtr Inc Statement Currency,Inventory Turnover FY 1,LT Cap Lease Oblig (mil) FY 1 Inc Statement Currency,LT Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,LT Debt & Cap Lease Oblig (mil) FY 1 Inc Statement Currency,LT Debt & Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,LT Debt (mil) FY 1 Inc Statement Currency,LT Debt (mil) Last FY Qtr Inc Statement Currency,Long Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Long Term Debt Iss (mil) FY 1 Inc Statement Currency,Long Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Long Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Long Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Long Term Debt Payments (mil) FY (3 Mo) Inc Statement Currency,Long Term Debt Payments (mil) FY 1 Inc Statement Currency,Long Term Debt Payments (mil) FY Cum (6 Mo) Inc Statement Currency,Long Term Debt Payments (mil) FY Cum (9 Mo) Inc Statement Currency,Long Term Debt Payments (mil) Last FY Qtr Inc Statement Currency,Long-term Liabilities Q1 in Mil Inc Statement Currency,Long-term Liabilities Yr 1 in Mil Inc Statement Currency,Net Business Purch & Sale (mil) FY (3 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) FY 1 Inc Statement Currency,Net Business Purch & Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) Last FY Qtr Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY (3 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY 1 Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) Last FY Qtr Inc Statement Currency,Net Inv Purch and Sale (mil) FY 1 Inc Statement Currency,Net Inv Purch and Sale (mil) Last FY Qtr Inc Statement Currency,Net Investment Purch and Sale (mil) FY (3 Mo) Inc Statement Currency,Net Investment Purch and Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Investment Purch and Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY 1 Inc Statement Currency,Net Long Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Net Short Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) FY 1 Inc Statement Currency,Net Short Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Noncurrent Assets (mil) (FY Qtr End) Inc Statement Currency,Noncurrent Assets (mil) FY 1 Inc Statement Currency,Non-Current Accrued Liab (mil) FY 1 Inc Statement Currency,Non-Current Accrued Liab (mil) Last FY Qtr Inc Statement Currency,Non-Current Def Tax Assets (mil) FY 1 Inc Statement Currency,Non-Current Def Tax Assets (mil) Last FY Qtr Inc Statement Currency,Non-Current Def Tax Liab (mil) FY 1 Inc Statement Currency,Non-Current Def Tax Liab (mil) Last FY Qtr Inc Statement Currency,Non-Current Note Receivables (mil) FY 1 Inc Statement Currency,Non-Current Note Receivables (mil) Last FY Qtr Inc Statement Currency,Purch of Business (mil) FY (3 Mo) Inc Statement Currency,Purch of Business (mil) FY 1 Inc Statement Currency,Purch of Business (mil) FY Cum (6 Mo) Inc Statement Currency,Purch of Business (mil) FY Cum (9 Mo) Inc Statement Currency,Purch of Business (mil) Last FY Qtr Inc Statement Currency,Purch of Intangibles (mil) FY (3 Mo) Inc Statement Currency,Purch of Intangibles (mil) FY 1 Inc Statement Currency,Purch of Intangibles (mil) FY Cum (6 Mo) Inc Statement Currency,Purch of Intangibles (mil) FY Cum (9 Mo) Inc Statement Currency,Purch of Intangibles (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency
CSX Corp,CSX,606.00,605.00,,,,,,"3,020.00","2,820.00","2,820.00","3,020.00",,25.00,606.00,605.00,126.00,132.00,,,"3,421.00","3,276.00","3,421.00","3,276.00",0.88,0.86,0.14,1.56,1.47,1.54,59.52,60.65,60.97,,,,,13.00,12.00,14.00,19.00,13.00,12.00,,,,,,,3.55,3.42,2.98,3.52,3.32,3.00,3.04,3.23,2.92,2.43,3.03,3.42,3.52,0.41,,,,,,,11.00,9.00,8.00,,,,,,,239.00,239.00,433.00,430.00,433.00,438.00,414.00,414.00,438.00,21.54,486.00,489.00,"18,383.00","19,010.00","17,897.00","18,521.00",600.00,550.00,0.00,550.00,600.00,-2.00,-558.00,-4.00,-556.00,-2.00,"27,603.00","26,981.00",0.00,-70.00,-50.00,-68.00,0.00,,,,,,25.00,67.00,67.00,81.00,81.00,598.00,-8.00,-4.00,-6.00,598.00,,,,,,"40,179.00","39,944.00",,250.00,,,"7,725.00","7,739.00",,,0.00,-70.00,-50.00,-68.00,0.00,,,,,,,,,,,,,,,,,,,,
Chevron Corp,CVX,"4,406.00","4,406.00",-72.00,-97.00,-95.00,-12.00,-85.00,"40,911.00","40,911.00","40,911.00","40,911.00",58.00,58.00,"4,348.00","4,348.00",,,,,"38,558.00","38,558.00","38,558.00","38,558.00",1.06,1.06,0.15,0.13,0.13,0.13,11.68,11.20,11.68,,,,,688.00,"1,240.00","1,142.00","1,545.00",-305.00,"1,240.00",,,,,,,1.69,1.69,1.73,1.63,1.62,1.72,1.82,1.65,1.64,1.71,1.79,1.69,1.63,1.28,,,,,,,,,,,,,,,,"4,578.00","4,578.00","4,578.00","4,578.00","4,578.00","9,074.00","9,074.00","9,074.00","9,074.00",15.43,546.00,546.00,"20,135.00","20,135.00","19,589.00","19,589.00",203.00,478.00,303.00,403.00,75.00,"-1,012.00","-1,778.00","-1,050.00","-1,062.00",-716.00,"65,223.00","65,223.00",52.00,195.00,115.00,123.00,72.00,,,,,,41.00,0.00,45.00,45.00,41.00,-809.00,"-1,300.00",-747.00,-659.00,-641.00,"1,836.00","4,868.00","3,119.00","5,615.00",-747.00,"216,027.00","216,027.00",,,,,"19,137.00","19,137.00",,,,0.00,0.00,"-2,862.00",0.00,,,,,,,,,,,,,,,,,,,,
Devon Energy Corp,DVN,485.00,485.00,-2.00,-3.00,-3.00,-2.00,-1.00,"3,427.00","3,427.00","3,427.00","3,427.00",,,485.00,485.00,,,730.00,261.00,"3,309.00","3,309.00","3,309.00","3,309.00",1.04,1.04,2.47,0.60,0.60,0.49,37.55,33.10,37.55,730.00,261.00,,,40.00,311.00,79.00,243.00,68.00,311.00,,,,,,,2.10,2.10,4.18,2.03,2.12,2.27,3.44,2.36,2.13,3.27,3.47,2.10,2.03,0.71,,,,,,-1.00,-11.00,-16.00,-16.00,5.00,,,,,,753.00,753.00,753.00,753.00,753.00,294.00,294.00,294.00,294.00,41.36,320.00,320.00,"8,718.00","8,718.00","8,398.00","8,398.00",801.00,"3,219.00",,"3,219.00",0.00,0.00,-472.00,0.00,-472.00,0.00,"12,476.00","12,476.00",-22.00,147.00,-43.00,147.00,0.00,,,,,,-118.00,-40.00,-47.00,-48.00,-78.00,0.00,"2,747.00",0.00,"2,747.00",0.00,,0.00,,,,"27,062.00","27,062.00",,,,,"2,148.00","2,148.00",,,-22.00,-25.00,-43.00,,-21.00,,,,,,,,,,,,,,,,,,,,
Emerson Electric Co,EMR,532.00,"1,066.00",-98.00,20.00,-15.00,-20.00,-98.00,"9,194.00","10,192.00","10,192.00","9,194.00",,153.00,532.00,"1,066.00",,,,,"5,958.00","5,742.00","5,958.00","5,742.00",1.54,1.78,0.67,0.32,0.35,0.39,26.16,27.92,24.24,402.00,"1,088.00",402.00,"1,088.00",,0.00,,,,,229.00,"1,077.00",547.00,811.00,229.00,"1,077.00",2.08,2.05,2.73,2.07,3.44,2.50,2.72,2.49,2.28,2.25,2.87,2.05,2.07,6.77,,0.00,-39.00,-318.00,,,,,,,-1.00,-105.00,-51.00,-60.00,-1.00,"18,067.00","17,906.00","28,503.00","27,931.00","28,503.00","2,200.00","2,180.00","2,180.00","2,200.00",4.11,511.00,511.00,"7,666.00","6,557.00","7,155.00","6,557.00",0.00,0.00,0.00,0.00,0.00,-2.00,-547.00,-1.00,-547.00,-2.00,"10,273.00","10,995.00",-37.00,"-8,342.00","-8,263.00","-8,263.00",-37.00,,,,,,79.00,,,,,-2.00,-547.00,-1.00,-547.00,-2.00,2.00,-20.00,"2,563.00","2,451.00",2.00,"33,416.00","34,054.00",,,,63.00,"2,138.00","2,138.00","3,255.00","3,255.00",-37.00,"-8,342.00","-8,342.00","-8,342.00",-37.00,,,,,,,,,,,,,,,,,,,,
EOG Resources Inc,EOG,847.00,"1,598.00",0.00,-1.00,0.00,0.00,0.00,"10,680.00","11,230.00","11,230.00","10,680.00",347.00,318.00,500.00,"1,280.00",169.39,169.39,110.74,0.00,"5,719.00","5,354.00","5,719.00","5,354.00",1.87,2.10,1.22,0.12,0.14,0.13,12.57,11.82,10.50,110.74,0.00,,,44.00,467.00,327.00,547.00,44.00,467.00,,,,,,,1.59,1.61,2.08,1.56,1.67,1.72,1.76,1.72,1.75,1.83,2.10,1.61,1.56,0.70,,,,,,-1.00,16.00,46.00,39.00,-1.00,-191.00,204.00,190.00,269.00,-191.00,,,,,,897.00,985.00,985.00,897.00,5.03,118.00,118.00,"4,220.00","3,464.00","4,102.00","3,464.00",,985.00,0.00,0.00,0.00,-8.00,-33.00,-17.00,-25.00,-8.00,"11,747.00","12,481.00",,0.00,,,,,,,,,,,,,,-8.00,952.00,-17.00,-25.00,-8.00,,,,,,"36,302.00","35,956.00",,,39.00,44.00,"5,866.00","5,915.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
Eaton Corp PLC,ETN,674.00,674.00,13.00,-52.00,-20.00,-52.00,0.00,"11,801.00","11,801.00","11,801.00","11,801.00",,,674.00,674.00,593.00,550.00,,,"7,857.00","7,857.00","7,857.00","7,857.00",1.50,1.50,2.48,0.49,0.49,0.46,33.10,31.56,33.10,,,,,32.00,-154.00,9.00,-88.00,-66.00,-154.00,,,,,,,2.08,2.08,2.04,2.02,2.06,2.07,2.13,2.04,1.93,1.89,2.04,2.08,2.02,5.71,,0.00,,,,,,,,,,,,,,"14,713.00","14,713.00","19,370.00","19,370.00","19,370.00","4,227.00","4,227.00","4,227.00","4,227.00",3.86,669.00,669.00,"9,147.00","9,147.00","8,478.00","8,478.00",0.00,"1,084.00","1,084.00","1,084.00",0.00,-4.00,"-1,015.00",-399.00,"-1,011.00",-4.00,"11,993.00","11,993.00",0.00,-87.00,-86.00,-85.00,-2.00,,,,,,572.00,-9.00,161.00,-125.00,581.00,-4.00,69.00,685.00,73.00,-4.00,-7.00,-8.00,-4.00,-6.00,-2.00,"26,580.00","26,580.00",,,609.00,609.00,275.00,275.00,,,0.00,-120.00,-119.00,-118.00,-2.00,,,,,,189.00,794.00,385.00,593.00,201.00,189.00,794.00,385.00,593.00,201.00,189.00,794.00,385.00,593.00,201.00
Diamondback Energy Inc,FANG,"1,254.00","1,254.00",,,,,,"2,110.00","2,110.00","2,110.00","2,110.00",354.00,354.00,10.00,"1,000.00",0.00,0.00,39.95,3.00,"4,811.00","4,811.00","4,811.00","4,811.00",0.44,0.44,2.14,0.32,0.32,0.40,24.24,28.54,24.24,39.95,3.00,,,52.00,15.00,129.00,180.00,-165.00,15.00,,,,,,,1.78,1.78,1.47,1.74,1.75,1.89,2.00,1.78,1.58,1.48,1.45,1.78,1.74,0.24,,,,,,,,,,,-46.00,158.00,-13.00,124.00,34.00,,,,,,116.00,116.00,116.00,116.00,67.61,,,"12,075.00","12,075.00","12,075.00","12,075.00",90.00,"9,875.00","5,500.00","6,500.00","3,375.00",-105.00,"-3,502.00",-25.00,-25.00,"-3,477.00","22,619.00","22,619.00",-29.00,-114.00,-393.00,-7.00,-29.00,,,,,,,,,,,-15.00,"6,373.00","5,475.00","6,475.00",-102.00,707.00,111.00,-86.00,-148.00,-62.00,"65,182.00","65,182.00",,,173.00,173.00,"9,826.00","9,826.00",,,-29.00,-114.00,-416.00,-7.00,-29.00,,,,,,,,,,,,,,,,,,,,
Freeport-McMoRan Inc,FCX,139.00,139.00,,,,,,"13,296.00","13,296.00","13,296.00","13,296.00",98.00,98.00,41.00,41.00,,,8.00,,"5,496.00","5,496.00","5,496.00","5,496.00",2.42,2.42,1.05,0.55,0.55,0.54,35.32,35.04,35.32,91.00,91.00,91.00,91.00,46.00,-76.00,37.00,36.00,-112.00,-76.00,,,,,,,3.12,3.12,5.95,3.15,3.28,3.44,4.14,4.39,4.31,4.68,6.17,3.12,3.15,0.69,,,,,,,0.00,,,,,,,,,0.00,0.00,428.00,428.00,428.00,"6,808.00","6,808.00","6,808.00","6,808.00",2.77,692.00,692.00,"9,599.00","9,599.00","8,907.00","8,907.00",613.00,"2,251.00","1,281.00","1,948.00",303.00,-612.00,"-2,772.00","-1,281.00","-1,699.00","-1,073.00","20,574.00","20,574.00",,-210.00,0.00,-210.00,0.00,-8.00,,-7.00,-10.00,-3.00,,,,,,1.00,-521.00,0.00,249.00,-770.00,,,,,,"41,552.00","41,552.00",0.00,,2.00,,"4,512.00","4,512.00",0.00,0.00,,-210.00,0.00,-210.00,0.00,-8.00,,-7.00,-10.00,-3.00,,,,,,,,,,,,,,,
Corning Inc,GLW,421.00,421.00,-18.00,-42.00,-27.00,-1.00,-41.00,"7,992.00","7,992.00","7,992.00","7,992.00",95.00,95.00,326.00,326.00,248.00,315.00,,,"4,919.00","4,919.00","4,919.00","4,919.00",1.62,1.62,0.90,0.72,0.72,0.70,41.78,41.08,41.78,317.00,317.00,317.00,317.00,10.00,-33.00,1.00,-51.00,18.00,-33.00,30.00,121.00,60.00,91.00,30.00,121.00,2.60,2.60,1.73,2.47,2.46,2.45,2.81,2.72,2.39,2.05,1.79,2.60,2.47,0.88,,,,,,,,,,,39.00,83.00,66.00,-91.00,174.00,"2,363.00","2,363.00","3,115.00","3,115.00","3,115.00","2,724.00","2,724.00","2,724.00","2,724.00",3.28,785.00,785.00,"7,670.00","7,670.00","6,885.00","6,885.00",200.00,153.00,938.00,153.00,0.00,-37.00,-267.00,-42.00,-716.00,-5.00,"11,746.00","11,746.00",74.00,-17.00,68.00,67.00,-29.00,,,,,,181.00,-58.00,94.00,168.00,239.00,-37.00,-114.00,-42.00,153.00,-267.00,-69.00,-17.00,-73.00,-254.00,-77.00,"19,743.00","19,743.00",369.00,369.00,"1,130.00","1,130.00",137.00,137.00,,,,-842.00,-794.00,-804.00,-38.00,,,,,,258.00,"1,089.00",520.00,814.00,275.00,258.00,"1,089.00",520.00,814.00,275.00,258.00,"1,089.00",520.00,814.00,275.00
Hess Corp,HES,369.00,369.00,,,,,,"3,173.00","3,173.00","3,173.00","3,173.00",346.00,346.00,23.00,23.00,,,,,"2,826.00","2,826.00","2,826.00","2,826.00",1.12,1.12,0.57,0.81,0.81,0.99,44.77,49.81,44.77,,,,,63.00,267.00,114.00,197.00,70.00,267.00,,,,,,,2.37,2.37,1.76,2.67,2.76,3.26,3.51,2.49,2.23,2.09,1.97,2.37,2.67,0.66,,,,,,,1.00,,1.00,0.00,,,,,,360.00,360.00,360.00,360.00,360.00,419.00,419.00,419.00,419.00,7.53,536.00,536.00,"9,091.00","9,091.00","8,555.00","8,555.00",0.00,600.00,600.00,600.00,0.00,-6.00,-324.00,-10.00,-316.00,-8.00,"11,722.00","11,722.00",,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-6.00,276.00,590.00,284.00,-8.00,115.00,-325.00,-340.00,-310.00,-15.00,"23,378.00","23,378.00",,,579.00,579.00,784.00,784.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell International Inc,HON,"5,819.00","7,088.00",44.00,-137.00,-61.00,47.00,44.00,"27,645.00","27,908.00","27,908.00","27,645.00",199.00,199.00,"5,620.00","7,088.00",0.00,0.00,,,"22,071.00","21,256.00","22,071.00","21,256.00",1.25,1.31,0.11,1.47,1.42,1.10,58.65,52.41,59.58,"3,506.00","3,506.00","3,506.00","3,506.00",-19.00,-233.00,-36.00,-46.00,-19.00,-233.00,,,,,,,4.31,4.04,2.70,3.88,3.73,3.47,3.68,3.17,3.18,3.60,2.80,4.04,3.88,6.50,-48.00,-1.00,,,-48.00,,,,,,-4.00,-56.00,-31.00,-27.00,-4.00,"21,825.00","22,021.00","28,481.00","28,558.00","28,481.00","6,611.00","6,442.00","6,442.00","6,611.00",3.78,927.00,927.00,"26,406.00","25,744.00","25,479.00","25,744.00",46.00,"10,408.00","5,710.00","10,407.00",46.00,-44.00,"-1,812.00",-605.00,"-1,381.00",-44.00,"35,116.00","34,779.00",-5.00,"-8,880.00","-4,913.00","-7,047.00",-5.00,,,,,,-113.00,-138.00,-138.00,0.00,-384.00,2.00,"8,596.00","5,105.00","9,026.00",2.00,"1,442.00","2,260.00","2,504.00","1,039.00","1,442.00","47,573.00","47,288.00",38.00,38.00,238.00,229.00,"1,787.00","1,750.00",,,-5.00,"-8,880.00","-4,913.00","-7,047.00",-5.00,,,,,,439.00,"1,536.00",742.00,"1,110.00",439.00,439.00,"1,536.00",742.00,"1,110.00",439.00,439.00,"1,536.00",742.00,"1,110.00",439.00
Hexcel Corp,HXL,0.10,0.10,1.30,-2.80,-1.20,0.10,1.30,822.50,781.50,781.50,822.50,0.10,0.10,8.90,8.90,,,,,317.50,353.50,317.50,353.50,2.59,2.21,0.12,0.51,0.46,0.41,31.44,28.95,33.93,,,,,2.70,-16.70,-3.00,-4.40,2.70,-16.70,,,,,,,1.81,1.78,1.85,1.70,1.83,1.90,1.93,2.16,2.14,1.86,1.93,1.78,1.70,1.16,,,,,,,,,,,,,,,,190.50,186.50,237.00,240.20,237.00,381.50,356.20,356.20,381.50,4.15,1.90,1.90,700.60,787.10,698.70,785.20,390.00,160.30,95.00,160.00,390.00,-4.20,-160.00,0.00,-55.10,-4.20,929.10,844.20,-158.40,0.00,0.00,0.00,0.00,,,,,,0.00,0.00,,0.00,0.00,385.80,0.30,95.10,104.90,385.80,-300.00,-103.00,0.00,-49.00,-300.00,"1,956.70","1,944.10",,,10.30,,81.20,84.10,,,-158.40,0.00,0.00,0.00,0.00,,,,,,13.80,57.10,29.80,43.60,13.80,13.80,57.10,29.80,43.60,13.80,13.80,57.10,29.80,43.60,13.80
Jacobs Solutions Inc,J,995.75,932.84,-58.18,41.64,17.63,12.22,-58.18,"4,946.96","4,895.58","4,895.58","4,946.96",119.99,114.29,875.76,818.55,160.30,139.72,,,"3,943.10","4,079.74","3,943.10","4,079.74",1.25,1.20,0.40,0.50,0.39,0.50,27.85,33.38,33.32,967.09,"1,013.08",967.09,"1,013.08",20.25,-224.94,-73.97,-116.10,20.25,-224.94,,,,,,,2.76,2.58,1.81,2.23,2.42,2.46,2.12,2.01,2.16,1.67,1.73,2.58,2.23,18.79,,,,,,,,,,,,,,,,"4,788.18","4,683.36","5,663.08","5,478.64","5,663.08",,,,,,407.83,383.97,"1,756.42","2,101.24","1,348.59","1,717.27",589.00,"4,606.70","1,716.58","2,224.58",589.00,-221.00,"-3,370.36","-1,621.39","-2,194.42",-221.00,"2,646.20","2,291.78",1.27,-12.26,-12.34,-12.34,0.08,-0.24,0.00,,,,0.00,0.00,-0.37,0.00,0.00,368.00,"1,236.34",95.19,30.15,368.00,-5.35,-861.42,-9.66,-30.78,-5.35,"6,663.89","6,863.43",,,195.41,207.98,116.66,142.97,1.27,1.27,0.00,-14.00,-14.00,-14.00,0.00,-0.24,0.00,,,,,,,,,,,,,,,,,,
Nordstrom Inc,JWN,244.00,244.00,0.00,0.00,0.00,0.00,0.00,"3,689.00","3,689.00","3,689.00","3,689.00",244.00,244.00,250.00,250.00,256.00,0.00,,,"3,088.00","3,088.00","3,088.00","3,088.00",1.19,1.19,-0.33,3.54,3.54,4.70,77.99,82.47,77.99,,,,,-5.00,-100.00,-27.00,-72.00,-28.00,-100.00,,,,,,,7.86,,9.03,7.86,9.96,11.83,15.27,31.27,9.95,9.03,8.31,7.86,9.96,3.34,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,249.00,249.00,249.00,249.00,249.00,"2,104.00","2,104.00","2,104.00","2,104.00",4.71,"1,421.00","1,421.00","4,039.00","4,039.00","2,618.00","2,618.00",0.00,0.00,0.00,0.00,0.00,-250.00,-250.00,-250.00,-250.00,0.00,"4,738.00","4,738.00",0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,-250.00,-250.00,-250.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,277.00","5,277.00",,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,
The Kraft Heinz Co,KHC,654.00,678.00,35.00,-71.00,-18.00,-17.00,35.00,"9,458.00","7,655.00","7,655.00","9,458.00",,,654.00,678.00,384.00,382.00,,,"7,235.00","7,253.00","7,235.00","7,253.00",1.31,1.06,-2.06,0.42,0.39,0.39,28.09,28.14,29.73,,,,,51.00,"-2,857.00",-48.00,-277.00,51.00,"-2,857.00",,,,,,,1.83,1.80,2.13,1.82,1.86,1.89,1.99,1.97,2.00,1.82,2.10,1.80,1.82,3.62,0.00,-81.00,-79.00,-78.00,0.00,,,,,,-5.00,-24.00,-13.00,-18.00,-5.00,"28,673.00","28,753.00","68,772.00","68,900.00","68,772.00","3,591.00","3,376.00","3,376.00","3,591.00",4.83,,,"19,215.00","20,925.00","19,215.00","20,925.00","1,620.00",594.00,593.00,594.00,"1,620.00",-1.00,-618.00,-606.00,-607.00,-11.00,"33,434.00","31,709.00",9.00,8.00,3.00,5.00,9.00,,-140.00,-140.00,-140.00,0.00,75.00,-673.00,-673.00,,,"1,620.00",-24.00,-13.00,-13.00,"1,620.00",0.00,0.00,0.00,0.00,0.00,"80,816.00","80,632.00",,"2,380.00",,,"9,679.00","9,716.00",,,-3.00,0.00,0.00,0.00,-3.00,,-140.00,-140.00,-140.00,0.00,,,,,,,,,,,,,,,
