Name,Ticker,Cur Debt & Cap Lease Oblig (mil) FY 1 Inc Statement Currency,Cur Debt & Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,Currency Adjustment (mil) FY (3 Mo) Inc Statement Currency,Currency Adjustment (mil) FY 1 Inc Statement Currency,Currency Adjustment (mil) FY Cum (6 Mo) Inc Statement Currency,Currency Adjustment (mil) FY Cum (9 Mo) Inc Statement Currency,Currency Adjustment (mil) Last FY Qtr Inc Statement Currency,Current Assets (mil) (FY Qtr End) Inc Statement Currency,Current Assets (mil) FY 1 Inc Statement Currency,Current Assets (mil) FY 1 Inc Statement Currency,Current Assets (mil) Last FY Qtr Inc Statement Currency,Current Cap Lease Oblig (mil) FY 1 Inc Statement Currency,Current Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,Current Debt (mil) FY 1 Inc Statement Currency,Current Debt (mil) Last FY Qtr Inc Statement Currency,Current Def Tax Assets (mil) FY 1 Inc Statement Currency,Current Def Tax Assets (mil) Last FY Qtr Inc Statement Currency,Current Def Tax Liabilities (mil) FY 1 Inc Statement Currency,Current Def Tax Liabilities (mil) Last FY Qtr Inc Statement Currency,Current Liabilities (mil) (FY Qtr End) Inc Statement Currency,Current Liabilities (mil) FY 1 Inc Statement Currency,Current Liabilities (mil) Last FY Qtr Inc Statement Currency,Current Liabilities Yr 1 in Mil Inc Statement Currency,Current Ratio (FY Qtr End),Current Ratio FY 1,Current Return %,Debt to Equity (FY Qtr End),Debt to Equity FY 1,Debt to Equity FY 2,Debt to Total Cap FY 1,Debt to Total Cap FY 2,Debt to Total Capital (FY Qtr End),Deferred Liabilities (mil) FY 1 Inc Statement Currency,Deferred Liabilities (mil) Last FY Qtr Inc Statement Currency,Deferred Revenues (mil) FY 1 Inc Statement Currency,Deferred Revenues (mil) Last FY Qtr Inc Statement Currency,Deferred Tax (mil) FY (3 Mo) Inc Statement Currency,Deferred Tax (mil) FY 1 Inc Statement Currency,Deferred Tax (mil) FY Cum (6 Mo) Inc Statement Currency,Deferred Tax (mil) FY Cum (9 Mo) Inc Statement Currency,Deferred Tax (mil) Last FY Qtr Inc Statement Currency,Deferred Taxes (mil) FY 1 Inc Statement Currency,Dep & Amort Depletion (mil) FY (3 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) FY 1 Inc Statement Currency,Dep & Amort Depletion (mil) FY Cum (6 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) FY Cum (9 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) Last FY Qtr Inc Statement Currency,Deprec & Amort Yr 1 in Mil Inc Statement Currency,Financial Leverage (FY Qtr End),Financial Leverage 1 Yr - FY1,Financial Leverage 1 Yr - FY10,Financial Leverage 1 Yr - FY2,Financial Leverage 1 Yr - FY3,Financial Leverage 1 Yr - FY4,Financial Leverage 1 Yr - FY5,Financial Leverage 1 Yr - FY6,Financial Leverage 1 Yr - FY7,Financial Leverage 1 Yr - FY8,Financial Leverage 1 Yr - FY9,Financial Leverage FY 1,Financial Leverage FY 2,Fixed Assets Turnover FY 1,Gain on Sale of Business (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of Business (mil) FY 1 Inc Statement Currency,Gain on Sale of Business (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of Business (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of Business (mil) Last FY Qtr Inc Statement Currency,Gain on Sale of PPE (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) FY 1 Inc Statement Currency,Gain on Sale of PPE (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) Last FY Qtr Inc Statement Currency,Gain on Sale of Security (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of Security (mil) FY 1 Inc Statement Currency,Gain on Sale of Security (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of Security (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of Security (mil) Last FY Qtr Inc Statement Currency,Goodwill (mil) FY 1 Inc Statement Currency,Goodwill (mil) Last FY Qtr Inc Statement Currency,Intangible Assets (mil) FY 1 Inc Statement Currency,Intangible Assets (mil) Last FY Qtr Inc Statement Currency,Intangibles (mil) FY 1 Inc Statement Currency,Inventory (mil) (FY Qtr End) Inc Statement Currency,Inventory (mil) FY 1 Inc Statement Currency,Inventory (mil) FY 1 Inc Statement Currency,Inventory (mil) Last FY Qtr Inc Statement Currency,Inventory Turnover FY 1,LT Cap Lease Oblig (mil) FY 1 Inc Statement Currency,LT Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,LT Debt & Cap Lease Oblig (mil) FY 1 Inc Statement Currency,LT Debt & Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,LT Debt (mil) FY 1 Inc Statement Currency,LT Debt (mil) Last FY Qtr Inc Statement Currency,Long Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Long Term Debt Iss (mil) FY 1 Inc Statement Currency,Long Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Long Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Long Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Long Term Debt Payments (mil) FY (3 Mo) Inc Statement Currency,Long Term Debt Payments (mil) FY 1 Inc Statement Currency,Long Term Debt Payments (mil) FY Cum (6 Mo) Inc Statement Currency,Long Term Debt Payments (mil) FY Cum (9 Mo) Inc Statement Currency,Long Term Debt Payments (mil) Last FY Qtr Inc Statement Currency,Long-term Liabilities Q1 in Mil Inc Statement Currency,Long-term Liabilities Yr 1 in Mil Inc Statement Currency,Net Business Purch & Sale (mil) FY (3 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) FY 1 Inc Statement Currency,Net Business Purch & Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) Last FY Qtr Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY (3 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY 1 Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) Last FY Qtr Inc Statement Currency,Net Inv Purch and Sale (mil) FY 1 Inc Statement Currency,Net Inv Purch and Sale (mil) Last FY Qtr Inc Statement Currency,Net Investment Purch and Sale (mil) FY (3 Mo) Inc Statement Currency,Net Investment Purch and Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Investment Purch and Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY 1 Inc Statement Currency,Net Long Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Net Short Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) FY 1 Inc Statement Currency,Net Short Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Noncurrent Assets (mil) (FY Qtr End) Inc Statement Currency,Noncurrent Assets (mil) FY 1 Inc Statement Currency,Non-Current Accrued Liab (mil) FY 1 Inc Statement Currency,Non-Current Accrued Liab (mil) Last FY Qtr Inc Statement Currency,Non-Current Def Tax Assets (mil) FY 1 Inc Statement Currency,Non-Current Def Tax Assets (mil) Last FY Qtr Inc Statement Currency,Non-Current Def Tax Liab (mil) FY 1 Inc Statement Currency,Non-Current Def Tax Liab (mil) Last FY Qtr Inc Statement Currency,Non-Current Note Receivables (mil) FY 1 Inc Statement Currency,Non-Current Note Receivables (mil) Last FY Qtr Inc Statement Currency,Purch of Business (mil) FY (3 Mo) Inc Statement Currency,Purch of Business (mil) FY 1 Inc Statement Currency,Purch of Business (mil) FY Cum (6 Mo) Inc Statement Currency,Purch of Business (mil) FY Cum (9 Mo) Inc Statement Currency,Purch of Business (mil) Last FY Qtr Inc Statement Currency,Purch of Intangibles (mil) FY (3 Mo) Inc Statement Currency,Purch of Intangibles (mil) FY 1 Inc Statement Currency,Purch of Intangibles (mil) FY Cum (6 Mo) Inc Statement Currency,Purch of Intangibles (mil) FY Cum (9 Mo) Inc Statement Currency,Purch of Intangibles (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency
KLA Corp,KLAC,786.33,43.47,13.58,-6.31,-5.60,-3.01,2.59,"9,945.02","10,031.14","10,031.14","9,945.02",36.39,43.47,749.94,749.98,0.00,0.00,,,"3,909.93","4,660.77","3,909.93","4,660.77",2.54,2.15,-3.75,1.51,1.79,2.06,64.17,67.37,60.15,"2,436.76","2,229.24","2,133.68","1,906.54",-81.68,-155.23,-150.66,-186.10,-35.44,-155.23,,,,,,,3.79,4.58,11.45,4.82,8.99,3.04,3.48,3.39,3.48,4.17,7.20,4.58,4.82,7.60,,,,,,,,,,,,7.17,,,,"2,015.73","1,787.53","2,684.49","2,283.10","2,684.49","3,155.78","3,034.78","3,034.78","3,155.78",1.33,153.12,162.38,"6,033.32","6,045.71","5,880.20","5,883.32",300.00,735.04,0.00,0.00,0.00,0.00,0.00,-750.00,-750.00,0.00,"7,273.64","7,404.46",0.00,-3.68,0.00,0.00,0.00,,,,-2.85,,"-1,201.00",-235.13,-110.65,595.22,360.09,0.00,735.04,-750.00,-750.00,0.00,0.00,0.00,300.00,600.00,0.00,"5,243.29","5,402.42",,,915.24,"1,023.29",486.69,405.91,,,0.00,-3.68,0.00,0.00,0.00,,,,-2.85,,323.15,"1,278.98",669.30,"1,007.35",338.04,323.15,"1,278.98",669.30,"1,007.35",338.04,323.15,"1,278.98",669.30,"1,007.35",338.04
Lam Research Corp,LRCX,504.81,754.31,22.68,-22.37,-3.34,-0.96,2.38,"13,460.32","12,883.22","12,883.22","13,460.32",3.50,3.50,501.32,754.31,,,,,"5,489.85","4,338.44","5,489.85","4,338.44",2.45,2.97,0.08,0.39,0.52,0.61,34.40,37.86,28.17,"1,417.78","1,882.34","1,417.78","1,882.34",-108.72,-198.98,-191.58,-211.57,-19.99,-198.98,,,,,,,2.10,2.20,1.75,2.29,2.74,2.64,2.81,2.54,1.90,1.74,2.01,2.20,2.29,7.43,,,,,,,,,,,-9.69,-4.84,-14.80,-19.51,-4.70,"1,626.53","1,600.00","1,765.07","1,795.25","1,765.07","4,463.28","4,217.92","4,217.92","4,463.28",1.74,12.48,12.48,"4,478.52","3,730.03","4,466.05","3,730.03",,0.00,0.00,0.00,"1,974.65",-0.93,-256.10,-1.97,-506.00,-504.04,"4,967.36","5,866.84",0.00,0.00,0.00,0.00,0.00,,,,,,37.77,0.00,0.00,0.00,0.00,-0.93,-256.10,-1.97,-506.00,-504.04,0.00,0.00,0.00,0.00,0.00,"6,507.99","5,861.51",,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,495.36,"1,902.44",990.31,"1,516.21",525.90,495.36,"1,902.44",990.31,"1,516.21",525.90,495.36,"1,902.44",990.31,"1,516.21",525.90
Lululemon Athletica Inc,LULU,275.15,275.15,-10.66,-81.67,-21.36,-23.15,-58.52,"3,980.30","3,980.30","3,980.30","3,980.30",275.15,275.15,,100.00,,,,,"1,839.63","1,839.63","1,839.63","1,839.63",2.16,2.16,-0.80,0.30,0.30,0.27,23.12,21.43,23.12,308.35,308.35,308.35,308.35,0.40,57.45,2.46,2.38,14.40,57.45,0.00,2.74,0.00,1.12,1.62,2.74,1.76,,1.22,1.76,1.68,1.78,1.80,1.64,1.68,1.44,1.25,1.76,1.68,3.52,,,,,,,0.00,,,,,,,,,159.52,159.52,171.19,171.19,171.19,"1,442.08","1,442.08","1,442.08","1,442.08",3.12,"1,300.64","1,300.64","1,300.64","1,300.64",,,,,,,,,,,,,"1,439.62","1,439.62",,-154.15,0.00,-131.00,-23.15,,,,,,50.21,35.17,-0.86,14.15,15.04,,,,,,,,0.00,,,"3,622.99","3,622.99",,,17.09,17.09,98.19,98.19,,,,-154.15,0.00,-131.00,-23.15,,,,,,,,,,,,,,,,,,,,
3M Co,MMM,"2,082.00","1,345.00",7.00,-44.00,-45.00,-2.00,7.00,"15,657.00","15,884.00","15,884.00","15,657.00",163.00,176.00,"1,919.00","1,169.00",444.00,444.00,277.00,34.00,"9,451.00","11,256.00","9,451.00","11,256.00",1.66,1.41,-0.73,2.85,3.01,2.83,75.08,73.90,74.03,15.00,15.00,15.00,15.00,150.00,321.00,115.00,293.00,150.00,321.00,,,,,,,8.95,10.38,2.88,10.52,3.16,3.13,3.68,4.44,3.73,3.29,3.20,10.38,10.52,3.02,,0.00,,0.00,,,,,,,343.00,"1,564.00","1,113.00","1,694.00",343.00,"6,281.00","6,337.00","7,491.00","7,522.00","7,491.00","3,869.00","3,698.00","3,698.00","3,869.00",3.78,452.00,415.00,"11,577.00","12,722.00","11,125.00","12,307.00","1,099.00","8,367.00","8,367.00","8,367.00","1,099.00",-750.00,"-2,656.00","-2,653.00","-2,653.00",-750.00,"25,977.00","24,718.00",0.00,0.00,3.00,0.00,0.00,,,,,,"-2,079.00","1,441.00","1,441.00",-236.00,"-1,198.00",349.00,"5,711.00","5,714.00","5,714.00",349.00,0.00,-205.00,-205.00,-205.00,0.00,"24,294.00","23,984.00",,,"4,146.00","4,146.00",354.00,354.00,,,0.00,0.00,0.00,0.00,0.00,,,,,,285.00,"1,085.00",534.00,803.00,285.00,285.00,"1,085.00",534.00,803.00,285.00,285.00,"1,085.00",534.00,803.00,285.00
The Mosaic Co,MOS,936.30,936.30,-3.80,37.90,-10.00,44.50,-6.60,"4,498.30","4,498.30","4,498.30","4,498.30",43.90,43.90,892.40,892.40,148.70,175.00,3.70,0.00,"4,171.30","4,171.30","4,171.30","4,171.30",1.08,1.08,0.23,0.31,0.31,0.28,23.43,21.67,23.43,270.70,270.70,270.70,270.70,-75.30,-142.90,39.80,36.20,-179.10,-142.90,,,,,,,2.00,2.00,1.82,1.87,1.94,2.08,2.07,2.10,1.94,1.94,1.76,2.00,1.87,0.81,,,,,,,,,,,-100.30,-685.80,-368.20,-267.30,-418.50,"1,061.10","1,061.10","1,061.10","1,061.10","1,061.10","2,548.40","2,548.40","2,548.40","2,548.40",3.79,181.20,181.20,"3,513.50","3,513.50","3,332.30","3,332.30",0.00,70.30,0.00,0.00,0.00,-15.40,-67.20,-42.50,-55.20,-12.00,"7,138.00","7,138.00",0.00,0.00,0.00,0.00,0.00,,,,,,-2.40,1.70,1.70,0.00,-2.40,-15.40,3.10,-42.50,-55.20,58.30,304.20,253.20,-18.80,151.50,101.70,"18,425.70","18,425.70",,,958.30,958.30,942.80,942.80,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,
Moderna Inc,MRNA,37.00,43.00,,,,,,"6,766.00","8,099.00","8,099.00","6,766.00",37.00,43.00,,,,,,,"1,604.00","2,206.00","1,604.00","2,206.00",4.22,3.67,-5.29,0.07,0.07,0.09,6.11,8.08,6.52,153.00,125.00,153.00,125.00,0.00,828.00,0.00,0.00,0.00,,,,,,,,1.26,1.30,,1.33,1.35,1.74,2.86,1.35,1.28,,,1.30,1.33,1.14,,,,,,,,,,,-7.00,-56.00,-38.00,-47.00,-7.00,52.00,52.00,92.00,101.00,92.00,128.00,117.00,117.00,128.00,9.18,710.00,702.00,710.00,702.00,,,0.24,0.00,0.05,0.04,-0.04,-31.00,-140.00,-77.00,-96.00,-46.00,"1,034.00","1,035.00",0.00,0.00,0.00,0.00,0.00,-10.00,,,,-10.00,"3,000.00",857.00,857.00,"2,145.00","3,017.00",2.00,-10.00,1.00,4.00,2.00,,,,,,"5,938.00","6,043.00",,,81.00,81.00,,,,,0.00,0.00,0.00,0.00,0.00,-10.00,,,,-10.00,856.00,"4,543.00","2,284.00","3,421.00",856.00,856.00,"4,543.00","2,284.00","3,421.00",856.00,856.00,"4,543.00","2,284.00","3,421.00",856.00
Micron Technology Inc,MU,431.00,504.00,-29.00,40.00,-49.00,-15.00,-20.00,"24,689.00","24,372.00","24,372.00","24,689.00",325.00,504.00,106.00,106.00,,,,,"7,877.00","9,248.00","7,877.00","9,248.00",3.13,2.64,-0.58,0.30,0.30,0.31,23.13,23.63,22.91,491.00,491.00,491.00,491.00,,,,,,,,,,,,,1.50,1.54,1.96,1.46,1.33,1.34,1.38,1.36,1.34,1.90,2.28,1.54,1.46,0.64,,,,,,,59.00,,63.00,,,,,,,"1,150.00","1,150.00","1,566.00","1,573.00","1,566.00","9,007.00","8,875.00","8,875.00","9,007.00",2.26,"2,339.00","2,909.00","13,576.00","14,450.00","11,237.00","11,541.00",0.00,999.00,"2,682.00",999.00,0.00,-84.00,"-1,897.00","-2,626.00","-1,816.00","-2,542.00","16,543.00","15,037.00",0.00,0.00,0.00,0.00,0.00,,,,,,-205.00,7.00,51.00,58.00,323.00,-84.00,-898.00,56.00,-817.00,140.00,,,,,,"48,364.00","45,044.00",,,520.00,552.00,,,,,,0.00,0.00,0.00,0.00,,,,,,888.00,"3,430.00","1,786.00","2,527.00",898.00,888.00,"3,430.00","1,786.00","2,527.00",898.00,888.00,"3,430.00","1,786.00","2,527.00",898.00
Netflix Inc,NFLX,"1,784.45","1,005.88",150.15,-416.33,-218.51,-65.06,150.15,"11,697.63","13,100.38","13,100.38","11,697.63",,376.85,"1,784.45","1,005.88",,,,,"9,718.52","10,755.40","9,718.52","10,755.40",1.20,1.22,0.15,0.58,0.56,0.69,35.80,40.72,36.83,"1,520.81","1,609.73","1,520.81","1,609.73",-163.93,-590.70,-316.46,-517.45,-163.93,-590.70,,,,,,,2.17,2.17,4.59,2.37,2.34,2.81,3.55,4.48,4.96,5.31,5.07,2.17,2.37,25.28,,,,,,,,,,,,,,,,,,"32,452.46","32,040.84","32,452.46",,"2,125.70",,"2,370.45",,,"2,147.31","13,798.35","14,011.04","13,798.35","14,011.04",,"1,794.46",0.00,"1,794.46",0.00,-800.00,-400.00,-400.00,-400.00,-800.00,"18,341.05","18,131.41",0.00,0.00,0.00,0.00,0.00,-9.17,-38.59,-16.97,-21.60,-4.63,"-1,742.25",613.94,613.94,0.00,"-1,742.25",-800.00,"1,394.46",-400.00,"1,394.46",-800.00,,,,,,"40,390.01","40,530.00",,,,,,,,,0.00,0.00,0.00,0.00,0.00,-9.17,-38.59,-16.97,-21.60,-4.63,822.82,"2,925.30","1,413.73","2,148.79",822.82,822.82,"2,925.30","1,413.73","2,148.79",822.82,822.82,"2,925.30","1,413.73","2,148.79",822.82
NVIDIA Corp,NVDA,288.00,288.00,,,,,,"80,126.00","80,126.00","80,126.00","80,126.00",288.00,288.00,"1,250.00","1,250.00",63.25,52.00,,,"18,047.00","18,047.00","18,047.00","18,047.00",4.44,4.44,-0.93,0.13,0.13,0.22,11.18,18.22,11.18,837.00,837.00,837.00,837.00,"-1,577.00","-4,477.00","-3,276.00","-3,879.00",-598.00,"-4,477.00",,,,,,,1.41,,1.71,1.41,1.53,1.86,1.66,1.70,1.42,1.42,1.50,1.41,1.53,19.57,,,,,,,,,,,,,,,,"5,188.00","5,188.00","5,995.00","5,995.00","5,995.00","10,080.00","10,080.00","10,080.00","10,080.00",4.25,"1,519.00","1,519.00","9,982.00","9,982.00","8,463.00","8,463.00",0.00,0.00,0.00,0.00,0.00,-22.00,"-1,250.00","-1,250.00","-1,250.00",0.00,"14,227.00","14,227.00",-39.00,"-1,007.00",-317.00,-465.00,-542.00,,,,,,"-16,200.00","-5,601.00","-5,285.00","-7,214.00","-10,599.00",-22.00,"-1,250.00","-1,250.00","-1,250.00",0.00,,,,,,"31,475.00","31,475.00",,,"10,979.00","10,979.00",886.00,886.00,,,-39.00,"-1,007.00",-317.00,-465.00,-542.00,,,,,,"2,720.00","12,914.00","5,810.00","9,200.00","3,714.00","2,720.00","12,914.00","5,810.00","9,200.00","3,714.00","2,720.00","12,914.00","5,810.00","9,200.00","3,714.00"
NXP Semiconductors NV,NXPI,500.00,"1,499.00",2.00,-4.00,-7.00,0.00,2.00,"8,025.00","7,305.00","7,305.00","8,025.00",,,500.00,"1,499.00",,3.00,,,"3,849.00","3,098.00","3,849.00","3,098.00",2.09,2.36,-1.34,1.10,1.13,1.18,53.00,54.07,52.31,,,,,-27.00,-272.00,-87.00,-127.00,-27.00,-272.00,27.00,136.00,79.00,108.00,27.00,136.00,2.70,2.66,2.29,2.82,3.12,3.20,2.22,2.12,2.05,1.78,2.28,2.66,2.82,3.83,,-10.00,,,,,,,,,,,,,,"9,930.00","9,942.00","10,766.00","10,719.00","10,766.00","2,350.00","2,356.00","2,356.00","2,350.00",2.45,,,"10,354.00","10,226.00","10,354.00","10,226.00",370.00,670.00,0.00,0.00,370.00,0.00,"-1,000.00","-1,000.00","-1,000.00",0.00,"11,654.00","11,756.00",0.00,0.00,0.00,0.00,0.00,-25.00,-149.00,-87.00,-113.00,-25.00,154.00,-53.00,-53.00,-20.00,-179.00,370.00,-330.00,"-1,000.00","-1,000.00",370.00,500.00,0.00,"2,000.00","2,000.00",500.00,"17,155.00","17,080.00",,,"1,251.00","1,284.00",44.00,57.00,,,0.00,0.00,0.00,0.00,0.00,-25.00,-149.00,-87.00,-113.00,-25.00,547.00,"2,347.00","1,158.00","1,735.00",547.00,547.00,"2,347.00","1,158.00","1,735.00",547.00,547.00,"2,347.00","1,158.00","1,735.00",547.00
Oracle Corp,ORCL,"10,605.00","8,167.00",85.00,-70.00,-44.00,-95.00,-51.00,"30,116.00","22,554.00","22,554.00","30,116.00",,,"10,605.00","8,167.00",663.00,671.00,,,"29,623.00","31,544.00","29,623.00","31,544.00",1.02,0.72,-0.82,5.27,8.76,80.54,89.76,98.77,84.04,"9,313.00","9,019.00","9,313.00","9,019.00",-151.00,"-2,139.00",-601.00,"-1,097.00",-496.00,"-2,139.00",624.00,"3,010.00","1,215.00","1,763.00",548.00,"3,010.00",9.65,16.20,2.28,125.24,,25.03,9.56,4.99,2.97,2.51,2.37,16.20,125.24,2.74,,,,,,,,,,,-119.00,-531.00,-236.00,-332.00,-96.00,"62,230.00","62,171.00","69,120.00","67,302.00","69,120.00",,300.00,,496.00,,,,"76,264.00","88,109.00","76,264.00","88,109.00","5,627.00",0.00,"11,837.00","19,548.00","7,711.00",-396.00,"-3,500.00","-9,700.00","-9,771.00",-71.00,"114,494.00","100,193.00",0.00,-63.00,0.00,0.00,0.00,,,,,,-431.00,-114.00,-462.00,-280.00,-394.00,"5,231.00","-3,500.00","2,137.00","9,777.00","7,640.00","-7,630.00",-167.00,-396.00,-396.00,0.00,"131,262.00","118,422.00",,,"12,273.00","11,799.00","3,692.00","2,208.00",,,0.00,-63.00,0.00,0.00,0.00,,,,,,"2,306.00","8,915.00","4,777.00","7,206.00","2,429.00","2,306.00","8,915.00","4,777.00","7,206.00","2,429.00","2,306.00","8,915.00","4,777.00","7,206.00","2,429.00"
Proto Labs Inc,PRLB,1.60,1.60,-0.12,-0.42,-0.18,0.24,-0.65,194.85,194.85,194.85,194.85,1.60,1.60,5.00,5.00,0.48,0.46,,,53.27,53.27,53.27,53.27,3.66,3.66,1.82,0.00,0.00,0.01,0.29,0.52,0.29,,,,,-2.25,-5.15,-4.14,-6.14,0.99,-5.15,,,,,,,1.11,1.11,1.10,1.11,1.15,1.12,1.16,1.15,1.14,1.12,1.09,1.11,1.11,2.04,0.00,-5.59,0.00,0.00,-5.59,,,,,,,,,,,273.99,273.99,295.41,295.41,295.41,12.31,12.31,12.31,12.31,21.39,1.92,1.92,1.92,1.92,0.16,0.00,,0.00,,,,-0.07,-0.30,-0.15,-0.22,-0.08,20.09,20.09,0.00,0.00,0.00,0.00,0.00,,,,,,-4.45,-2.07,6.98,10.42,-2.38,-0.07,-0.30,-0.15,-0.22,-0.08,,5.00,,,,548.66,548.66,,,,,13.57,13.57,,,0.00,0.00,0.00,0.00,0.00,,,,,,11.17,41.30,21.83,31.60,9.70,11.17,41.30,21.83,31.60,9.70,11.17,41.30,21.83,31.60,9.70
Prime Medicine Inc,PRME,3.61,3.61,,,,,,211.89,211.89,211.89,211.89,3.61,3.61,,,,,,,37.96,37.96,37.96,37.96,5.58,5.58,0.58,0.24,0.24,0.03,19.53,3.17,19.53,7.09,7.09,7.09,7.09,0.13,0.00,0.00,0.00,0.00,0.00,,,,,,,1.94,1.94,,1.46,1.14,,23.43,,,,,1.94,1.46,0.06,,,,,,,,,,,1.17,-0.49,-0.76,-0.54,0.06,,,,,,,,,,,37.18,37.18,37.18,37.18,,,,,,,,,,,,,106.40,106.40,,,,,,,,,,,74.75,49.77,-34.71,-25.91,24.98,,,,,,,,,,,85.62,85.62,,,,,0.00,0.13,,,,,,,,,,,,,37.77,155.29,80.85,121.19,34.10,37.77,155.29,80.85,121.19,34.10,37.77,155.29,80.85,121.19,34.10
Quanta Services Inc,PWR,156.84,166.54,2.29,-30.27,-7.00,4.27,2.29,"7,829.75","7,851.03","7,851.03","7,829.75",94.16,92.83,62.68,73.72,,,31.01,31.01,"5,985.61","6,028.51","5,985.61","6,028.51",1.31,1.30,9.99,0.61,0.59,0.61,37.13,38.04,38.06,"2,149.33","2,151.55","2,149.33","2,151.55",6.89,-8.33,-5.37,-1.85,6.89,-8.33,109.56,382.96,156.73,267.15,109.56,382.96,2.57,2.55,1.69,2.59,2.50,2.51,1.93,2.06,1.96,1.71,1.60,2.55,2.59,8.47,,,,,,,,,,,,,,,,"5,316.44","5,560.21","7,176.98","7,518.75","7,176.98",263.09,260.18,260.18,263.09,92.52,222.36,221.20,"4,322.12","4,581.21","4,099.76","4,360.01","5,488.22","21,122.93","6,914.68","1,238.74","5,488.22","-5,216.82","-21,214.99","-7,621.68",-6.38,"-5,216.82","5,676.57","5,325.66",-394.26,"-1,827.61",-450.80,"-1,797.05",-394.26,-0.38,-1.15,-1.13,-8.04,-6.91,29.24,0.00,0.00,29.24,29.24,271.40,-92.07,-707.00,"1,238.74",271.40,380.81,408.66,-15.60,-791.04,205.02,"11,304.79","10,832.86",,,,,353.27,375.22,,,-394.26,"-1,827.61",-450.80,"-1,797.05",-394.26,-0.38,-1.15,-1.13,-8.04,-6.91,,,,,,,,,,,,,,,
